ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009145	purine nucleoside triphosphate biosynthetic process	62/5381	114/18870	5.70682891677926e-09	3.07375911428574e-06	2.45794461738906e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/NDUFA1/ATP5MG/PRKAG2/NDUFB8/ATP5MJ/SDHA/NME6/ATP5MK/NDUFA8/LIPA/ATP5F1C/NDUFB5/ATP5PO/TGFB1/NME1/NDUFA9/ATP5PF/ATP5MC2/ATP5F1E/NDUFC1/ATP5ME/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/NDUFS5/PPARA/NDUFA10/NDUFA3/ATP5F1D/COX11/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/ATP5PD/SDHC/ATP5F1A/ENO1/FLCN/NUDT2/NDUFA11/ADK/SLC25A13/NDUFA5/PINK1/NDUFB1/NDUFA2/ADCY10/IMPDH2/DMAC2L/NME2/ATP5MC3/ATP5MF	62
GO:0006754	ATP biosynthetic process	57/5381	102/18870	6.17708579488701e-09	3.07375911428574e-06	2.45794461738906e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/NDUFA1/ATP5MG/PRKAG2/NDUFB8/ATP5MJ/SDHA/ATP5MK/NDUFA8/LIPA/ATP5F1C/NDUFB5/ATP5PO/TGFB1/NDUFA9/ATP5PF/ATP5MC2/ATP5F1E/NDUFC1/ATP5ME/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/NDUFS5/PPARA/NDUFA10/NDUFA3/ATP5F1D/COX11/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/ATP5PD/SDHC/ATP5F1A/ENO1/FLCN/NUDT2/NDUFA11/SLC25A13/NDUFA5/PINK1/NDUFB1/NDUFA2/ADCY10/DMAC2L/ATP5MC3/ATP5MF	57
GO:0016236	macroautophagy	143/5381	331/18870	6.30962710969755e-09	3.07375911428574e-06	2.45794461738906e-06	LIX1L/RIMOC1/ERN1/ATP13A2/MCOLN1/KDR/CHMP5/HMOX1/PEX2/ATG5/RNF31/TSC2/VPS13C/KLHL3/ATG4A/TSG101/TOMM7/ATP6V1D/PRKACA/TBC1D5/RAB43/FYCO1/WIPI1/ATG13/RHEB/IFT20/SNF8/WDFY3/TRIM13/VAMP8/OGT/HIF1A/HUWE1/TGFB1/CALM1/ATG2A/ATP6V1E2/BECN1/SNX18/MAP1LC3B2/ATP6V1G1/VPS39/TP53/VPS26A/PIP4K2A/RAB7A/ATP6V1E1/ATG10/CHMP4B/RUBCN/UFC1/UBXN2A/SMCR8/TSC1/ATP6V0B/TMEM41B/SNX6/SCOC/GABARAPL2/MFSD8/SESN1/PHF23/SNX14/SNX7/CHMP4A/CTSD/EFNB1/MAP1LC3B/LARP1/PACS2/GABARAPL1/LRBA/ULK1/PIK3C3/TEX264/ATG12/VMP1/SNX30/VPS13D/SMURF1/VTI1B/HGS/VTA1/UFL1/MAP1LC3A/EXOC8/PIK3C2B/DDRGK1/PGAM5/CAPNS1/SPTLC2/ATM/ATP6V0E1/PIKFYVE/GABARAP/ATG2B/SQSTM1/CDK5/ATP6V1H/ILRUN/EI24/RUBCNL/VPS25/SESN3/RAB19/CLEC16A/VPS37D/SCFD1/ATP6V0D1/OPTN/WDR24/FEZ1/MTMR3/TRAF6/EXOC1/VDAC1/RB1CC1/SPTLC1/MOAP1/EPG5/PINK1/GAA/SNAPIN/RAB1A/PRKAA2/NPC1/CHMP2B/ADCY10/ARL8B/HTRA2/ELAPOR1/PLAA/RNF41/MTM1/NRBP2/VPS4A/TECPR1/PLEKHM1/ATG101/TBK1/LAMP2/CHMP2A/AUP1	143
GO:0006119	oxidative phosphorylation	75/5381	148/18870	9.91661332928503e-09	4.48585087245444e-06	3.58712982911205e-06	SDHD/CYCS/NDUFB6/COX6B1/ATP5PB/COX6A1/UQCRH/UQCRFS1/NDUFA12/DGUOK/NDUFA1/ATP5MG/NDUFB8/COX7B/UQCC2/CCNB1/SDHA/UQCRB/NDUFA8/UQCRQ/COX7C/ATP5F1C/NDUFB5/ATP5PO/PARK7/UQCR11/NDUFA9/ATP5PF/COX6C/SDHAF2/ATP5F1E/NDUFC1/ATP5ME/NDUFS4/CDK1/NDUFB3/ABCD1/NDUFB2/NDUFS3/COA6/NDUFA4/MACROH2A1/NDUFB9/TEFM/COX7A1/UQCR10/NDUFS5/ATP7A/NDUFA10/NDUFA3/ATP5F1D/TMEM135/SDHB/NDUFS2/SLC25A33/NDUFAB1/ATP5PD/SDHC/ATP5F1A/NDUFAF1/COX8A/CHCHD10/NDUFA11/NDUFA5/PINK1/NDUFB1/NDUFA2/GHITM/AK4/NIPSNAP2/COX7A2L/CYC1/DNAJC15/FXN/ATP5MF	75
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	61/5381	113/18870	1.10256719854217e-08	4.65503871224506e-06	3.72242160855186e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/NDUFA1/ATP5MG/PRKAG2/NDUFB8/ATP5MJ/SDHA/NME6/ATP5MK/NDUFA8/LIPA/ATP5F1C/NDUFB5/ATP5PO/TGFB1/NME1/NDUFA9/ATP5PF/ATP5MC2/ATP5F1E/NDUFC1/ATP5ME/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/NDUFS5/PPARA/NDUFA10/NDUFA3/ATP5F1D/COX11/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/ATP5PD/SDHC/ATP5F1A/ENO1/FLCN/NUDT2/NDUFA11/SLC25A13/NDUFA5/PINK1/NDUFB1/NDUFA2/ADCY10/IMPDH2/DMAC2L/NME2/ATP5MC3/ATP5MF	61
GO:0034470	ncRNA processing	179/5381	439/18870	1.6903724546822e-08	5.94539992210053e-06	4.7542644668654e-06	MOCS3/NOL9/FCF1/RPS7/NOP58/AGO1/PUS3/NAF1/RPL7L1/UTP20/TRMT10C/DICER1/ZBTB8OS/MAK16/RPF1/RPL26/RPL7/MRPL44/RPS14/AGO2/FRG1/TUT7/CDKAL1/DDX1/RTRAF/DPH3/RPUSD4/RPL11/NSA2/PRKDC/RPS17/NOP10/INTS2/DDX17/RPS24/TGFB1/RPS19/SBDS/DCAF13/RPP14/TPRKB/LARP7/INTS6/ELP5/SRRT/SMAD3/LSM6/TP53/GON7/TRMT12/ESF1/NIFK/FAM98B/EXOSC8/MOV10L1/RPP38/TSEN15/TRNT1/CDK5RAP1/RSL1D1/NSUN2/SDE2/RPS6/URB1/TRMT11/WDR55/ZC3H7B/EXOSC1/EMG1/DKC1/RPL7A/NUP155/INTS12/MPHOSPH6/PIN4/WDR36/BCDIN3D/MECP2/METTL6/TARBP2/INTS13/BRIX1/DDX18/FBL/RPF2/BYSL/RPP30/RPS8/TRMT6/METTL5/HEATR1/DDX52/MRTO4/URM1/TDRKH/GTF2H5/NHP2/SSB/THUMPD2/EXOSC9/INTS1/NGDN/DDX3X/INTS3/UTP14A/WDR46/TRUB2/SRSF3/TSN/LCMT2/FTSJ1/PDCD11/EXOSC3/RPS25/OSGEP/RPL5/TDRD1/EXOSC6/TSR2/YRDC/POP4/DDX21/TFB2M/PLD6/RPL35A/TYW3/INTS14/DUS1L/WBP11/UTP3/UTP23/ABT1/USB1/ELAC1/POP5/TFB1M/METTL2B/ADAT1/MPHOSPH10/BUD23/PES1/KARS1/DUS3L/UTP15/UTP25/METTL1/SNU13/CTU1/DDX10/UTP11/NOP53/GAR1/UTP6/THADA/BMS1/ZNHIT3/RRP7A/TDRD7/TRMT13/NCBP2/YTHDF2/LOC102724159/MRM2/METTL8/AGO4/RTCB/THG1L/PIH1D1/ZMPSTE24/RCL1/RRP1B/ANKRD16/EBNA1BP2/RBFA/YBEY/PIWIL2/DUS4L/DROSHA/TRMT10B	179
GO:0009152	purine ribonucleotide biosynthetic process	99/5381	213/18870	1.72273634918201e-08	5.94539992210053e-06	4.7542644668654e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/NDUFA1/ATP5MG/NPR1/PRKAG2/NDUFB8/ACACB/ATP5MJ/PFAS/SDHA/NME6/ATP5MK/MPC2/ACSL6/NDUFA8/LIPA/ATP5F1C/NDUFB5/ATP5PO/AK1/AK2/TGFB1/NME1/NDUFA9/ATP5PF/ATP5MC2/GUCY1A2/ATP5F1E/PPCS/PANK4/DCAKD/NDUFC1/ATP5ME/NDUFS4/PDK3/NDUFB3/NDUFB2/NDUFS3/GCDH/NDUFB9/ACSL4/NDUFS5/DIP2A/MTHFD1/PPARA/ELOVL6/NDUFA10/NDUFA3/ATP5F1D/ADCY7/COX11/PPT2/ADCY5/ADCY9/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/PDHB/GUCY1A1/ATP5PD/SDHC/GART/ATP5F1A/PDK1/ENO1/FLCN/NUDT2/ACSS2/ELOVL2/ADCY4/NDUFA11/ADK/SLC25A13/PAICS/NDUFA5/HACD2/PINK1/NDUFB1/NDUFA2/AK3/AK4/ADCY10/IMPDH2/DMAC2L/APRT/AMPD2/ELOVL5/ACAT1/NME2/ATP5MC3/NPR2/ATP5MF	99
GO:0009201	ribonucleoside triphosphate biosynthetic process	63/5381	119/18870	1.7314645088008e-08	5.94539992210053e-06	4.7542644668654e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/NDUFA1/ATP5MG/PRKAG2/NDUFB8/ATP5MJ/SDHA/NME6/ATP5MK/UCKL1/NDUFA8/LIPA/ATP5F1C/NDUFB5/ATP5PO/TGFB1/NME1/NDUFA9/ATP5PF/ATP5MC2/ATP5F1E/NDUFC1/ATP5ME/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/NDUFS5/PPARA/NDUFA10/NDUFA3/ATP5F1D/COX11/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/ATP5PD/SDHC/ATP5F1A/ENO1/FLCN/NUDT2/NDUFA11/SLC25A13/NDUFA5/PINK1/NDUFB1/NDUFA2/UCK1/ADCY10/IMPDH2/DMAC2L/NME2/ATP5MC3/ATP5MF	63
GO:0034504	protein localization to nucleus	134/5381	310/18870	1.79862215073809e-08	5.94539992210053e-06	4.7542644668654e-06	STK4/ATP13A2/NOTCH1/NF2/CCT4/CREBBP/RPAIN/POM121/TSC2/HSP90AA1/POM121C/TAF8/TOR1AIP2/TNPO1/JUP/SUFU/SIN3A/SKP1/NUP188/EP300/SUN1/TCF7L2/RPL11/UBR5/TPR/CD36/GSK3B/RASSF5/MARK3/PARK7/TGFB1/CDKN1A/LARP7/LMNB1/XPA/SMAD3/JAK1/NUP54/TP53/LATS1/YWHAE/TRIM8/HHEX/NF1/HIKESHI/CDK1/TXN/LAMTOR5/ING1/COL1A1/CCT5/TNPO2/SUMO1/HCLS1/IPO8/SP100/DKC1/NUP155/HDGF/SUMO4/CCT7/CCT6A/INTS13/CCT3/APPL1/RPF2/BYSL/NUP35/ARL2BP/SUMO3/SYNE1/NUP88/NUP153/CCT2/CIZ1/NUP214/RANBP17/PARP1/HNRNPU/GLIS2/PIKFYVE/PLK1/RANGRF/GLUL/FAM53B/MDM2/LATS2/SQSTM1/PARP9/CDK5/ILRUN/ZPR1/BANP/FERMT1/FLCN/SNUPN/SHH/RANGAP1/MEPCE/RANBP2/FERMT2/MAVS/NPM1/YAP1/CDK5RAP3/UTP25/IPO4/PML/RANBP6/TARDBP/MAPK14/CHCHD10/NUP50/APPL2/KPNA4/MED1/NOP53/DNAJB6/IPO13/SPRN/SUN2/RRP7A/PRKD1/LMNB2/KPNA2/JAK2/PYGO1/SYK/IL33/TOR1B/DVL1/TMEM98/WRAP53/ELAVL1	134
GO:0032535	regulation of cellular component size	155/5381	370/18870	1.87759353295453e-08	5.94539992210053e-06	4.7542644668654e-06	PTPRS/PDXP/VAV1/SEMA4D/SHANK3/SPTBN2/ATP13A2/ARPC5/SSH2/MACF1/CCL24/SEMA6A/SPTBN1/E2F4/DSTN/SEMA6B/WNK3/FCHSD2/RPTOR/BORCS7/CYFIP1/HSP90AA1/BRK1/MEGF8/SSH1/PREX1/CAPG/SIN3A/DSCAM/SSH3/KDM1A/ARHGAP4/NCK2/TRPC5/CYRIA/CTTN/GSK3B/ABL1/TMSB10/SEMA4G/NCKAP1L/IST1/HP1BP3/BORCS5/PLEKHG2/ARPC3/TMOD3/RYK/HCK/OLFM1/LATS1/NRP1/CDC42EP4/HAX1/VAV3/SH3BP1/ARHGAP35/TSC1/ABITRAM/SLC12A6/SPP1/AQP11/LAMTOR5/BLOC1S2/BLOC1S1/RTN4/HCLS1/SEMA5A/DAAM2/CLNS1A/ULK1/KANK3/F2RL1/WDR1/RIN3/PEX11B/ATP7A/COTL1/KCNMA1/SLC12A7/SLC12A1/ADD3/MKKS/AKT3/SLC12A4/EVL/CXCL12/SPTBN4/SMURF1/RAP1GAP2/WAS/BMPR2/PLEK/TNR/ARFGEF1/AQP1/CARMIL2/KANK1/XK/ARF6/FLII/SLC12A2/PTK2B/CDK5/NTN1/NAA80/ALS2/GOLGA4/SLC12A5/APOE/TTL/PYCARD/ELN/ARHGAP18/ZFYVE27/SVIL/GSN/ARPC5L/MAG/PEX11A/KANK2/EPS8/CLCN6/WNK1/NPM1/PPP1R15A/LAMTOR4/SEMA4C/ALOX15/SCTR/PLXNA4/DNM2/FER/RB1CC1/PRKD1/RAB3B/TRIOBP/PLXNA3/CARMIL1/SNAPIN/WDTC1/CDH4/ARPC2/BORCS8/AVIL/ADCY10/SNX9/TMOD2/WNT3/SEMA3A/ESAM/SLC26A5/AQP4/FN1/CLCN3	155
GO:0140053	mitochondrial gene expression	80/5381	163/18870	2.07666516090287e-08	6.26262879237995e-06	5.00793788927505e-06	MRPL1/MRPL13/TRMT10C/MRPL30/MRPL44/UQCC2/NGRN/MRPL51/RPUSD4/MRPL47/MRPL15/MRPL48/MRPS21/MRPS5/PRKAA1/AARS2/MRPS16/MRPS33/MRPS7/LARS2/CHCHD1/MRPS28/AURKAIP1/TRNT1/MRPL18/MTERF2/CDK5RAP1/MTIF3/MRPL11/MRPL40/MTRES1/TARS2/TEFM/MTERF3/MRPL27/SARS2/POLRMT/MRPL49/MRPS25/MRPL32/MRPS35/MRPS15/MRPS6/MRPL50/TSFM/MRPL20/TRUB2/MRPS18C/SLC25A33/MTERF1/MRPL24/RARS2/TFB2M/GATC/MRPL54/C1QBP/MRPS31/MRPL45/MRPS23/GFM1/MRPL28/MPV17L2/TFB1M/MTRF1L/SUPV3L1/RMND1/CHCHD10/LRPPRC/FASTKD3/PPARGC1B/METTL8/DARS2/FASTKD1/MTIF2/MRPL39/MRPL14/MRPS18A/GADD45GIP1/MRPL46/COA3	80
GO:0048193	Golgi vesicle transport	128/5381	294/18870	2.23083843806079e-08	6.42177264919953e-06	5.13519795478969e-06	MACF1/SPTBN1/PDCD6/ATP9B/MYO18A/VPS13C/GAS1/GAK/EXOC6B/EHD3/GGA3/GOLT1A/COPZ2/SNX12/CNIH4/RAB8B/KDELR3/WIPI1/TRAPPC13/MON2/LLGL1/ARF4/PRKCI/ERGIC2/OSBPL5/TMED5/SEC22A/KRT18/LAPTM5/TMED9/RAB8A/VPS13A/SPIRE1/COG8/ARFGAP3/YIPF4/COG5/YKT6/BCAP31/STX18/TRAPPC3/GOLT1B/PEF1/GABARAPL2/IER3IP1/EPS15/TRAPPC12/VAMP3/DOP1A/COPZ1/TRAPPC4/SYS1/RAB31/BICD2/SCAMP1/COPB1/TRAPPC2/ERGIC3/TAPBP/SNX8/TMED2/SEC24D/TRAPPC11/RABIF/BNIP1/COMMD1/VTI1B/GOLPH3L/EXOC8/KDELR2/INSIG1/NAPG/EXOC6/TRAPPC10/TEX261/AP1G1/RANGRF/CCDC93/YIPF6/TMEM115/CCDC91/P4HB/GOLGA4/SORL1/TRAPPC5/CYTH3/SAR1A/TFG/SEC24C/TRAPPC2L/TRAPPC2B/GBF1/LMAN2L/PREB/SCAP/SCFD1/OPTN/GGA2/SORCS1/BBS2/RAB13/KDELR1/DNM2/EXOC1/SCAMP2/ERGIC1/PRKD1/ARF5/RAB1A/PKDCC/TRAPPC6A/BET1/RAB7B/TRIP11/STX5/COPB2/TMED3/AP2A1/BLZF1/GOLPH3/GOPC/BCAP29/COG3/ARL3/GOLGA5/ANK3/RACK1/AP3S1	128
GO:0001701	in utero embryonic development	162/5381	392/18870	2.74764206407498e-08	7.56557269208123e-06	6.04984254932024e-06	CITED2/STK4/ACVRL1/SPIC/NOTCH1/BIRC6/ZBED6/NOS3/SOX18/EPAS1/RPL7L1/FZD5/UBE2B/TBL1XR1/ARNT/EIF2S2/SMAD4/INPP5B/CMIP/TAF8/BRK1/PELO/CEBPB/SF3B6/CCNB1/SIN3A/PCDH12/PKD1/FOXF1/HECTD1/CAPN2/COL3A1/C1orf43/HIF1A/RBBP8/TAB1/APBA1/NDEL1/PTPN18/ATP11A/SYF2/SBDS/TMEM231/SMAD3/TGFBR2/APBA2/NSDHL/TP53/KLF2/CNOT1/KRT8/LATS1/TERF2/PKD2/RRM2/MYH9/NSUN2/ZMIZ1/CCNB2/ZNF335/RTN4/POLB/PPP4R4/PTCH1/PEMT/EMG1/XAB2/ATP7A/NR2F2/RNASEH2B/CHD8/CNOT3/SLC39A1/SUPT6H/HEG1/PTH1R/TMED2/SEC24D/GABPA/CHST11/DHX35/BYSL/RUNDC1/IGF1/HM13/FURIN/ELL/KIDINS220/ADCY9/TIE1/CELF4/CCM2/INTS1/COPS3/ZP3/ST14/SMARCB1/NSRP1/NPM2/ELF3/ITGB1/LATS2/N4BP2L2/RCN1/LPAR6/MDFI/CIR1/IGF2/BCOR/FLVCR1/ZPR1/CASP8/FBXW8/FLCN/SEC24C/CEBPA/CCNB1IP1/CDKN1C/PDGFRA/CTNNB1/NPAT/MFNG/SLC25A34/YTHDC1/HNF1B/NEK2/PHF6/ACTL6A/UNK/YAP1/PLCG1/MED1/TRAF6/GGNBP2/DNAJB6/MYO1E/SPINT2/SP3/GATA3/ZFP36L1/CMTM3/RRP7A/WDTC1/NDUFA2/B9D1/RTCB/ST8SIA6/EPB41L5/FKBP10/POU5F1/ACVR1C/SLC39A3/SH3PXD2A/RBBP6/HSD17B2/C2CD3/HINFP/E2F8/PLK4/SMG9/NOTCH2/MAN2A1	162
GO:0033108	mitochondrial respiratory chain complex assembly	55/5381	101/18870	3.83473760644777e-08	1.0118913859014e-05	8.09163273009658e-06	PET100/NDUFB6/UQCRFS1/NDUFA12/TMEM126B/NDUFA1/NDUFB8/SURF1/COA5/UQCC2/LYRM2/TMEM126A/NDUFA8/NDUFB5/NDUFAF5/NDUFA9/NDUFAF4/SDHAF2/COA1/SDHAF4/NDUFC1/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/NDUFS5/OXA1L/OMA1/NDUFA10/NDUFA3/IMMP2L/NDUFAF2/NDUFAF3/NDUFS2/SLC25A33/NDUFAB1/COX14/COX20/STMP1/NDUFAF6/COA4/NDUFAF1/COA8/UQCC5/NDUFA11/FASTKD3/NDUFA5/NDUFB1/NDUFA2/SMIM20/BCS1L/UQCC1/COA3/SDHAF3	55
GO:0002262	myeloid cell homeostasis	83/5381	173/18870	4.1978262504897e-08	1.06339334577405e-05	8.50347035414988e-06	CITED2/AXL/HMOX1/ZFPM1/HIPK2/INPP5D/ITPKB/EPAS1/HCAR2/ARNT/ETS1/BRD1/RPS14/ADGRF5/SPI1/MERTK/CEBPG/BAX/PIK3CD/PRKDC/BPGM/RPS17/HOXB6/HOXA5/LIPA/PTPN2/HIF1A/ADAM17/RPS24/RPS19/LDB1/NCKAP1L/CFLAR/TGFBR3/ANXA1/TMOD3/HMGB2/L3MBTL3/TMEM14C/KLF2/MAFB/NF1/FECH/ISG15/ZNF16/RPS6/HCLS1/B2M/IKZF1/LYN/MTHFD1/ACVR2A/PRDX1/KCNQ1/CSF1/MPIG6B/PDE4B/UFL1/SMAP1/SLC1A5/TRIM58/RACGAP1/TAL1/HSCB/BAK1/CXCR2/FLVCR1/ATP5IF1/CDK5RAP3/G6PD/PTBP3/MAPK14/STAT1/MED1/SP3/GATA3/ZFP36L1/JMJD6/RCOR1/JAK2/CDK6/GCNT4/INHBA	83
GO:0009141	nucleoside triphosphate metabolic process	87/5381	184/18870	4.68077750217952e-08	1.10002288449048e-05	8.7963800265671e-06	SDHD/NDUFB6/ATP5PB/NDUFA12/DGUOK/NDUFA1/ATP5MG/PRKAG2/NDUFB8/ATP5MJ/SDHA/NME6/DUT/ATP5MK/NUDT15/UCKL1/NDUFA8/TBPL1/LIPA/ATP5F1C/TYMS/NDUFB5/ATP5PO/AK1/AK2/TGFB1/NME1/NDUFA9/ATP5PF/ATP5MC2/ATP5F1E/RRM2B/OLA1/NDUFC1/ATP5ME/NDUFS4/NDUFB3/NDUFB2/NDUFS3/NDUFB9/ENPP1/NDUFS5/PPARA/NDUFA10/NDUFA3/NMNAT1/ATP5F1D/COX11/CLPX/SAMHD1/PPARGC1A/SDHB/NDUFS2/TREM2/PARP1/NDUFAB1/ATP5MC1/DCTPP1/ATP5PD/SDHC/ATP5F1A/ENO1/FLCN/NUDT2/ITPA/ATP5IF1/DTYMK/NDUFA11/ENTPD4/ADK/SLC25A13/NDUFA5/PINK1/MFN1/NDUFB1/NDUFA2/AK3/AK4/UCK1/ADCY10/IMPDH2/DMAC2L/EFL1/NME2/ATP5MC3/ATP5MF/ATP1B1	87
GO:0022900	electron transport chain	84/5381	176/18870	4.68981807693715e-08	1.10002288449048e-05	8.7963800265671e-06	SDHD/CYCS/NDUFB6/COX6B1/COX6A1/UQCRH/CYBB/UQCRFS1/NDUFA12/DGUOK/PLEC/NDUFA1/NDUFB8/SURF1/COX7B/CCNB1/SDHA/P4HA2/UQCRB/NDUFA8/UQCRQ/COX7C/NDUFB5/PARK7/CYB5A/UQCR11/NDUFA9/HSD17B6/COX6C/SDHAF2/NDUFC1/IDH3B/NDUFS4/CDK1/NDUFB3/NDUFB2/NDUFS3/COA6/NDUFA4/NDUFB9/HAAO/COX7A1/UQCR10/NDUFS5/ETFDH/NDUFA10/NDUFA3/IMMP2L/ALDH4A1/CIAPIN1/CYP1A2/COX11/CYB561/PPARGC1A/MYBBP1A/ETFA/SDHB/NDUFS2/GPX2/CYBA/NDUFAB1/DEGS1/SDHC/AKR1B1/SRD5A1/NDUFAF1/ETFB/NCF1/COX8A/GFUS/SLC25A13/NDUFA5/PINK1/GLRX2/DMGDH/NDUFB1/AOC2/NDUFA2/GHITM/NDOR1/COX7A2L/CYC1/DNAJC15/ME2	84
GO:0016197	endosomal transport	112/5381	253/18870	5.68717440224675e-08	1.28631698176531e-05	1.02860887403042e-05	TINAGL1/CHMP5/LMTK2/SNX27/ARHGAP1/ABCA1/HEATR5B/TSG101/DPY30/TMEM50B/EHD3/GGA3/TBC1D5/GOLT1A/SNX12/RAB8B/DENND10/BLTP1/SNF8/VPS29/WASHC3/LYST/UBE2O/CMTM6/PTPN23/ITSN1/RAB8A/USP7/GRIP1/SNX18/SPAG9/VPS39/VPS26A/YKT6/RAB7A/RAB11B/CHMP4B/RAB29/GOLT1B/ZFYVE16/RCSD1/ALMS1/VPS13B/SNX6/BLOC1S2/BLOC1S1/ARL1/EPS15/SNX7/VAMP3/CHMP4A/ACAP2/UBAP1/SNX17/RNF126/SNX8/VPS26C/EHD1/SNX30/STX16/VTI1B/AGAP2/ZDHHC2/HGS/VTA1/DENND5A/WAS/PHETA1/ERC1/VPS53/PIKFYVE/TRAPPC10/AP1G1/RAB35/CCDC93/ARF6/TMEM87A/SQSTM1/TMEM50A/ALS2/TBC1D17/SORL1/AKAP5/SNAP25/VPS25/GBF1/RIC1/CLEC16A/VAMP4/VPS37D/EEA1/RASSF9/AP5M1/DENND1C/RAB13/LEPROTL1/EPS15L1/HEATR5A/EPG5/RAB9A/AP5S1/CHMP2B/SNX9/ARL8B/RAB7B/STX5/CLN5/VPS4A/RAB17/DCTN1/RAB11FIP3/CHMP2A	112
GO:0045936	negative regulation of phosphate metabolic process	155/5381	376/18870	6.60196313081918e-08	1.44173215543027e-05	1.15288728211873e-05	SEMA4D/IQGAP1/LRRK1/NF2/DUSP10/CRKL/ENG/DUSP7/PRKAR1A/SLC8A1/TSC2/ROCK2/SH3BP5/LPCAT1/PRKAG2/HIPK3/TSG101/PPP2R5A/SPRED1/DYNLL1/RASIP1/MIDN/TRIB2/ZBED3/THY1/PTPRJ/PTPRB/RTRAF/LRP5/BAX/PTPRT/PRKDC/NCK2/PTPA/PTPN2/GSKIP/ENSA/GSK3B/STK38/ABL1/CBL/BOD1/PARP14/TAF7/PARK7/PTPRO/TGFB1/CDKN1A/PRDX3/NCKAP1L/UBASH3B/CALM1/TRIB3/PPP2CA/SPAG9/PTPN1/TP53/IRAK3/ARPP19/LATS1/YWHAE/ITGB1BP1/RUBCN/HHEX/LRP6/NF1/CD300A/SMCR8/CDK5RAP1/SNX6/APC/OCLN/PTPRC/PRKAR2B/PPP4R4/PPP1R8/RASSF2/MACROH2A1/PPP1R16B/TIPRL/ENPP1/PDGFA/CIB1/LYN/PDCD4/TFAP4/SOCS1/NR2F2/ABCA2/TARBP2/DUSP19/CDKN2C/HEG1/TMED2/TRAF3IP1/MVP/IMPACT/CALM2/PPP1R15B/DNAJA1/CDKN2D/QARS1/DBNDD1/PLEK/PIBF1/PARP1/HNRNPU/PDE4D/PLK1/CDKN2A/RABGEF1/STYXL1/GRB10/GPRC5A/CACTIN/GNAQ/LATS2/BAK1/MYOCD/APOE/IKBKB/SLC27A1/SORL1/PRR5L/PYCARD/VPS25/FLCN/LGALS3/CEBPA/CDKN1C/NLRP12/RGS2/NPM1/PPP1R15A/CDK5RAP3/SAMSN1/TARDBP/PPM1F/GGNBP2/DUSP22/BDKRB2/SPINK1/PTPN6/ADARB1/TERF2IP/IGFBP3/DNAJC10/DMD/PRKRIP1/DVL1/NTRK3/SPRY3/INHBA/PBK/RACK1	155
